title,tyear,duration,score
Chocolate: Deep Dark Secrets ,2005,160,4.8
The House of the Devil ,2009,95,6.4
The Perfect Host ,2010,93,6.8
Safe Men ,1998,88,6.1
Speedway Junky ,1999,105,5.2
The Last Big Thing ,1996,98,6.9
The Specials ,2000,82,6
16 to Life,2009,89,6.3
Alone with Her ,2006,78,6.1
Creative Control ,2015,97,5.5
Special ,2006,81,6.9
Sparkler ,1997,90,5.6
The Helix... Loaded ,2005,97,1.9
In Her Line of Fire ,2006,88,4.1
The Jimmy Show ,2001,96,5.4
Heli ,2013,105,6.8
Karachi se Lahore ,2015,,7
Loving Annabelle ,2006,76,6.7
Hits ,2014,96,5.8
Jimmy and Judy ,2006,99,6.2
Frat Party ,2009,90,2.8
The Party's Over ,1965,94,7.3
Proud ,2004,87,5.8
The Poker House ,2008,93,6.5
Childless ,2008,90,6.1
ZMD: Zombies of Mass Destruction ,2009,89,5.1
Snow White: A Deadly Summer ,2012,83,2.2
Hidden Away ,2014,96,7.2
My Last Day Without You ,2011,90,5.7
Steppin: The Movie ,2009,138,3.4
Doc Holliday's Revenge ,2014,84,3.8
Black Rock ,2012,83,4.7
Truth or Die ,2012,96,5.6
The Pet ,2006,94,3.9
Bang Bang Baby ,2014,90,5.4
Fear Clinic ,2015,95,5.2
Zombie Hunter ,2013,93,3.5
A Fine Step ,2014,111,5.3
Trance ,2013,101,7
Charly ,1968,103,7.1
Banshee Chapter ,2013,87,5.5
Jesse             ,,30,5.9
Ask Me Anything ,2014,100,6
And Then Came Love ,2007,90,4.8
Food Chains ,2014,83,7.1
On the Waterfront ,1954,108,8.2
L!fe Happens ,2011,100,5.7
"4 Months, 3 Weeks and 2 Days",2007,113,7.9
The Horror Network Vol. 1,2015,97,7.3
Hard Candy ,2005,104,7.1
The Quiet ,2005,91,6.4
Circumstance ,2011,107,5.9
Fruitvale Station ,2013,85,7.5
The Brass Teapot ,2012,101,6.4
Bambi ,1942,70,7.4
The Hammer ,2007,88,7.3
Snitch ,2013,112,6.5
Latter Days ,2003,107,7.2
Elza ,2011,78,6.7
1982,2013,90,7.1
"For a Good Time, Call... ",2012,88,6
Celeste & Jesse Forever ,2012,92,6.7
Time Changer ,2002,95,5.6
London to Brighton ,2006,85,7
American Hero ,2015,86,4.9
Windsor Drive ,2015,90,3.2
A Separation ,2011,123,8.4
Crying with Laughter ,2009,93,6.9
Welcome to the Dollhouse ,1995,88,7.5
Ruby in Paradise ,1993,114,7.2
Raising Victor Vargas ,2002,88,7.2
Pandora's Box ,1929,110,8
Harrison Montgomery ,2008,95,7.4
Live-In Maid ,2004,83,7.2
Deterrence ,1999,104,6.5
The Mudge Boy ,2003,94,7.2
The Young Unknowns ,2000,87,4.2
Not Cool ,2014,93,5.1
Dead Snow ,2009,91,6.4
Saints and Soldiers ,2003,90,6.8
Vessel ,2012,14,6.2
American Graffiti ,1973,112,7.5
Iraq for Sale: The War Profiteers ,2006,75,7.7
Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007,86,6.9
Safety Not Guaranteed ,2012,86,7
Kevin Hart: Laugh at My Pain ,2011,89,7.5
Kill List ,2011,95,6.3
The Innkeepers ,2011,101,5.5
The Unborn ,2009,89,4.8
The Conformist ,1970,106,8.1
Interview with the Assassin ,2002,88,6.6
Donkey Punch ,2008,99,5.2
All the Boys Love Mandy Lane ,2006,90,5.6
Bled ,2009,95,3.1
High Noon ,1952,85,8.1
Hoop Dreams ,1994,170,8.3
Rize ,2005,86,7.1
Destiny ,2014,,8.1
L.I.E. ,2001,97,7.2
The Sisterhood of Night ,2014,104,6.3
B-Girl ,2009,88,4
King Kong ,2005,201,7.2
House of Wax ,2005,108,5.3
Half Nelson ,2006,106,7.2
Naturally Native ,1998,107,6.5
Hav Plenty ,1997,84,6.5
Adulterers ,2015,91,4.9
Escape from Tomorrow ,2013,90,5.2
Starsuckers ,2009,103,7.4
The Hadza: Last of the First ,2014,71,7.4
After ,2012,90,5.4
Treachery ,2013,67,3.9
Walter ,2015,94,5.3
Top Hat ,1935,81,7.8
The Blair Witch Project ,1999,81,6.4
Woodstock ,1970,215,8.1
The Kentucky Fried Movie ,1977,83,6.5
Mercy Streets ,2000,106,5.6
Arnolds Park ,2007,103,5.6
Broken Vessels ,1998,90,6.6
Water & Power ,2013,88,6.3
They Will Have to Kill Us First ,2015,105,7.7
Crop Circles: Quest for Truth ,2002,115,7
Light from the Darkroom ,2014,90,8
Irreplaceable ,2016,102,7.2
The Maid's Room ,2013,98,4.5
A Hard Day's Night ,1964,87,7.7
The Harvest/La Cosecha ,2011,80,7.2
Love Letters ,1983,88,6.1
Julija in alfa Romeo ,2015,83,6.4
Fireproof ,2008,122,6.5
Faith Connections ,2013,115,7
Benji ,1974,86,6.1
Open Water ,2003,79,5.7
High Road ,2011,87,5.4
Kingdom of the Spiders ,1977,97,5.9
Mad Hot Ballroom ,2005,105,7.5
The Station Agent ,2003,89,7.7
To Save a Life ,2009,120,7.1
Wordplay ,2006,94,7.4
Beyond the Mat ,1999,108,7.6
The Singles Ward ,2002,102,6.4
Osama ,2003,83,7.4
Sholem Aleichem: Laughing in the Darkness ,2011,93,6.8
Groove ,2000,86,6.5
The R.M. ,2003,101,6
Twin Falls Idaho ,1999,111,7.3
Mean Creek ,2004,90,7.3
Hurricane Streets ,1997,86,6.5
Never Again ,2001,98,6
Civil Brand ,2002,91,5.3
Lonesome Jim ,2005,91,6.6
Drinking Buddies ,2013,90,6.1
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012,88,7.1
Seven Samurai ,1954,202,8.7
The Other Dream Team ,2012,89,8.4
Johnny Suede ,1991,97,5.8
Finishing the Game: The Search for a New Bruce Lee ,2007,84,6.2
Rubber ,2010,82,5.8
Home ,2015,94,6.7
Kiss the Bride ,2007,100,5.7
The Slaughter Rule ,2002,112,6.1
Monsters ,2010,94,6.4
The Californians ,2005,87,5
The Living Wake ,2007,91,6.5
Detention of the Dead ,2012,87,4.6
Crazy Stone ,2006,98,7.7
Scott Walker: 30 Century Man,2006,95,7.3
Everything Put Together ,2000,87,6.6
Good Kill ,2014,102,6.4
Insomnia Manica ,2005,127,5.8
The Outrageous Sophie Tucker ,2014,96,7.2
Now Is Good ,2012,103,7.2
Girls Gone Dead ,2012,104,3.5
America Is Still the Place ,2015,90,7.5
Subconscious ,2015,122,2.2
Crossroads ,2002,93,3.3
Enter Nowhere ,2011,90,6.6
The King of Najayo ,2012,101,6.9
Fight to the Finish ,2016,94,4
Alleluia! The Devil's Carnival ,2016,97,7.4
The Sound and the Shadow ,2014,90,8.3
Rodeo Girl ,2016,108,5.7
Born to Fly: Elizabeth Streb vs. Gravity ,2014,82,6.8
The Little Ponderosa Zoo ,2016,84,5.2
Oz the Great and Powerful ,2013,130,6.4
The Toxic Avenger ,1984,91,6.2
Straight Out of Brooklyn ,1991,91,5.9
Bloody Sunday ,2002,107,7.7
Diamond Ruff ,2015,82,4.3
Conversations with Other Women ,2005,84,7.1
Poultrygeist: Night of the Chicken Dead ,2006,103,6.2
Mutual Friends ,2013,86,6.8
42nd Street,1933,89,7.7
Rise of the Entrepreneur: The Search for a Better Way ,2014,52,8.2
Metropolitan ,1990,98,7.5
As It Is in Heaven ,2004,133,7.6
Roadside ,2013,81,4.1
Napoleon Dynamite ,2004,92,6.9
Blue Ruin ,2013,90,7.1
Paranormal Activity ,2007,84,6.3
Dogtown and Z-Boys ,2001,91,7.7
Monty Python and the Holy Grail ,1975,91,8.3
Quinceañera ,2006,90,7.1
Gory Gory Hallelujah ,2003,96,4.7
Heroes             ,,60,7.7
Tarnation ,2003,88,7.2
I Want Your Money ,2010,92,5.1
Love in the Time of Monsters ,2014,97,5.4
The Beyond ,1981,82,6.9
Home Movies             ,,22,8.2
What Happens in Vegas ,2008,101,6.1
The Dark Hours ,2005,80,6.1
My Beautiful Laundrette ,1985,97,6.9
Fabled ,2002,84,5.8
Show Me ,2004,97,6
Cries & Whispers ,1972,91,8.2
Intolerance: Love's Struggle Throughout the Ages ,1916,123,8
Trekkies ,1997,86,7
The Broadway Melody ,1929,100,6.3
The Evil Dead ,1981,96,7.6
Maniac ,2012,89,6.1
Censored Voices ,2015,84,7.2
Murderball ,2005,88,7.8
American Ninja 2: The Confrontation,1987,90,4.7
51 Birch Street,2005,90,7.5
Revolution             ,,43,6.7
Rotor DR1,2015,98,3.4
Halloween ,1978,101,7.9
12 Angry Men,1957,96,8.9
My Dog Tulip ,2009,83,6.9
It Happened One Night ,1934,65,8.2
Dogtooth ,2009,94,7.3
Tupac: Resurrection ,2003,112,8
Tumbleweeds ,1999,102,6.7
The Prophecy ,1995,98,6.6
When the Cat's Away ,1996,91,6.9
Pieces of April ,2003,80,7.1
The Big Swap ,1998,114,5.6
Old Joy ,2006,76,6.7
Wendy and Lucy ,2008,80,7.1
3 Backyards,2010,88,5.2
Pierrot le Fou ,1965,110,7.7
Sisters in Law ,2005,104,7.5
Ayurveda: Art of Being ,2001,102,7.6
Nothing But a Man ,1964,95,8.1
"First Love, Last Rites ",1997,94,5.5
Fighting Tommy Riley ,2004,109,6.6
Royal Kill ,2009,90,3.2
Across the Universe ,2007,133,7.4
The Looking Glass ,2015,110,6.6
Death Race 2000,1975,80,6.2
Locker 13,2014,95,4.8
Midnight Cabaret ,1990,94,4.5
Anderson's Cross ,2010,98,7.2
Bizarre ,2015,98,4.3
Graduation Day ,1981,96,4.5
Some Guy Who Kills People ,2011,97,6.4
Compliance ,2012,90,6.4
Chasing Amy ,1997,113,7.3
Lovely & Amazing ,2001,91,6.9
Death Calls ,2010,90,4.3
Better Luck Tomorrow ,2002,98,7.2
The Incredibly True Adventure of Two Girls in Love ,1995,94,6.5
Chuck & Buck ,2000,96,6.6
American Desi ,2001,100,6.7
Amidst the Devil's Wings ,2014,90,4.3
Cube ,1997,90,7.3
Love and Other Catastrophes ,1996,76,6.4
I Married a Strange Person! ,1997,75,7
November ,2004,78,5.5
Like Crazy ,2011,90,6.7
Teeth and Blood ,2015,96,4.3
Sugar Town ,1999,92,6.1
The Motel ,2005,75,6.8
The Canyons ,2013,99,3.9
Happy Valley             ,,58,8.5
On the Outs ,2004,86,6.9
Shotgun Stories ,2007,92,7.3
Exam ,2009,101,6.9
The Sticky Fingers of Time ,1997,81,6.3
Sunday School Musical ,2008,93,2.5
Rust ,2010,95,5.7
Ink ,2009,107,7
The Christmas Bunny ,2010,98,6.2
Jesus People ,2007,35,6.9
Butterfly ,1982,108,4.5
UnDivided ,2013,66,7.8
The Frozen ,2012,95,4.4
The Love Letter ,1998,99,7.4
Horse Camp ,2014,108,6.6
Give Me Shelter ,2014,90,8
The Big Parade ,1925,151,8.3
Little Big Top ,2006,83,6.5
Along the Roadside ,2013,108,7.1
Bronson ,2008,92,7.1
Western Religion ,2015,105,4
Burn ,2012,86,7.5
Urbania ,2000,106,7
The Stewardesses ,1969,93,4
"The Beast from 20,000 Fathoms",1953,80,6.7
"20,000 Leagues Under the Sea",1954,127,7.2
Mad Max ,1979,93,7
Swingers ,1996,96,7.4
A Fistful of Dollars ,1964,99,8
She Done Him Wrong ,1933,66,6.5
Short Cut to Nirvana: Kumbh Mela ,2004,85,7.2
The Grace Card ,2010,101,6.4
Middle of Nowhere ,2012,97,6.5
3,2010,119,6.8
The Business of Fancydancing ,2002,103,6.9
Call + Response ,2008,86,7.5
Side Effects ,2013,106,7.1
Malevolence ,2003,90,5.1
Shooting the Warwicks ,2015,95,6.2
Super Hybrid ,2010,94,3.9
Baghead ,2008,84,6
Solitude ,2014,89,6.8
The Case of the Grinning Cat ,2004,59,7.4
Ordet ,1955,126,8.1
Good Dick ,2008,86,6.5
The Man from Earth ,2007,87,8
The Trials of Darryl Hunt ,2006,106,7.7
An American Girl Holiday ,2004,86,7.2
Yesterday Was a Lie ,2008,89,5.4
Theresa Is a Mother ,2012,105,6.7
H. ,2014,93,6.3
Archaeology of a Woman ,2012,94,8.1
Children of Heaven ,1997,89,8.5
Weekend ,2011,97,7.7
She's Gotta Have It ,1986,88,6.5
Butterfly Girl ,2014,78,8.7
The World Is Mine ,2015,104,6.5
Another Earth ,2011,92,7
The Calling ,2014,108,5.8
Sweet Sweetback's Baadasssss Song ,1971,97,5.5
Perfect Cowboy ,2014,109,7
Tadpole ,2000,78,6.3
Once ,2007,85,7.9
The Woman Chaser ,1999,88,7.3
The Horse Boy ,2009,93,7.4
When the Lights Went Out ,2012,86,5.4
Heroes of Dirt ,2015,98,7.1
The Texas Chain Saw Massacre ,1974,88,7.5
A Charlie Brown Christmas ,1965,25,8.4
Antarctic Edge: 70° South,2015,72,7
Aroused ,2013,66,5.3
Top Spin ,2014,80,7.1
Roger & Me ,1989,91,7.5
Cat People ,1982,93,6.1
An American in Hollywood ,2014,89,7.2
Sound of My Voice ,2011,85,6.7
The Brain That Sings ,2013,62,8.2
The Blood of My Brother ,2005,90,6.6
Your Sister's Sister ,2011,90,6.7
Romantic Schemer ,2015,,5.1
A Dog's Breakfast ,2007,88,7
A Dog's Breakfast ,2007,88,7
Night of the Living Dead ,1968,96,8
Une Femme Mariée ,1964,94,7.4
The Birth of a Nation ,2016,120,5.4
The Work and the Story ,2003,77,5.7
Facing the Giants ,2006,111,6.7
The Gallows ,2015,81,4.2
Eraserhead ,1977,89,7.4
Over the Hill to the Poorhouse ,1920,110,4.8
Hollywood Shuffle ,1987,81,7
The Mighty ,1998,100,7.3
Penitentiary ,1979,99,5.8
The Lost Skeleton of Cadavra ,2001,90,7
"Dude, Where's My Dog?! ",2014,82,3.2
Cheap Thrills ,2013,88,6.8
Indie Game: The Movie ,2012,103,7.7
Closure ,2007,80,5.6
Open Secret ,1948,68,7.1
Echo Dr. ,2013,81,3.6
The Night Visitor ,1971,106,6.8
The Past is a Grotesque Animal ,2014,77,7.6
The Last House on the Left ,2009,114,6.6
"Peace, Propaganda & the Promised Land ",2004,80,8.3
Pi ,1998,84,7.5
"I Love You, Don't Touch Me! ",1997,86,5.4
20 Dates,1998,87,5.3
Queen Crab ,2015,80,4.5
Super Size Me ,2004,100,7.3
The FP ,2011,82,5.6
Happy Christmas ,2014,82,5.6
The Brain That Wouldn't Die ,1962,70,4.1
Tiger Orange ,2014,75,6.8
Supporting Characters ,2012,87,6.3
Absentia ,2011,87,5.8
The Brothers McMullen ,1995,98,6.6
The Dirties ,2013,83,6.7
Gabriela ,1983,99,6.4
Tiny Furniture ,2010,98,6.3
Hayride ,2012,93,3.4
The Naked Ape ,2006,,4.7
Counting ,2015,111,6
The Call of Cthulhu ,2005,47,7.3
Bending Steel ,2013,92,7.9
The Signal ,2014,97,6.1
The Image Revolution ,2014,81,7.4
This Is Martin Bonner ,2013,83,6.6
A True Story ,2013,96,5.5
George Washington ,2000,90,7.5
Smiling Fish & Goat on Fire ,1999,90,7.6
Dawn of the Crescent Moon ,2014,95,5
Raymond Did It ,2011,83,3.2
The Last Waltz ,1978,117,8.2
"Run, Hide, Die ",2012,75,3.7
The Exploding Girl ,2009,79,6.3
The Legend of God's Gun ,2007,78,4.1
Mutual Appreciation ,2005,109,6.9
Her Cry: La Llorona Investigation ,2013,89,5.4
Down Terrace ,2009,93,6.5
Clerks ,1994,102,7.8
Pink Narcissus ,1971,65,6.7
Funny Ha Ha ,2002,85,6.4
In the Company of Men ,1997,97,7.3
Sabotage ,2014,109,5.7
Manito ,2002,79,7
Rampage ,2009,80,6.3
Slacker ,1991,100,7.1
Dutch Kills ,2015,90,4.8
Dry Spell ,2013,90,3.3
Flywheel ,2003,120,6.9
Exeter ,2015,91,4.6
The Ridges ,2011,143,3
The Puffy Chair ,2005,85,6.6
Stories of Our Lives ,2014,60,7.4
Breaking Upwards ,2009,88,6.2
All Superheroes Must Die ,2011,78,4
Pink Flamingos ,1972,108,6.1
Clean ,2004,110,6.9
The Circle ,2000,90,7.5
Tin Can Man ,2007,83,6.7
The Cure ,1997,111,7.4
On the Downlow ,2004,84,6.1
Sanctuary; Quite a Conundrum ,2012,82,5.4
Bang ,1995,98,6.4
Primer ,2004,77,7
Cavite ,2005,80,6.3
El Mariachi ,1992,81,6.9
The Mongol King ,2005,84,7.8
Newlyweds ,2011,95,6.4
Signed Sealed Delivered ,2013,87,7.7
The Following             ,,43,7.5
A Plague So Pleasant ,2013,76,6.3
Shanghai Calling ,2012,100,6.3
My Date with Drew ,2004,90,6.6
